tempo;posizione;velocità;acc
0,0333;0,529592;0;-0,014931292
0,0666;0,529592;-0,000343343;-0,020583034
0,0999;0,529592;-0,000961361;-0,027093994
0,1332;0,529592;-0,002975642;-0,012735514
0,1665;0,5293176;-0,002746747;0,022740625
0,1998;0,5293176;-0,000457791;0,030779083
0,2331;0,5293176;0,001144478;-0,00553718
0,2664;0,529592;-0,00206006;-0,011838109
0,2997;0,5290432;-0,001831164;0,033604954
0,333;0,5293176;0,00206006;0,029404335
0,3663;0,5293176;0,002288956;-0,028449649
0,3996;0,529592;-0,000686687;-0,060336168
0,4329;0,5293176;-0,004806807;-0,005155305
0,4662;0,5290432;-0,002517851;0,097377992
0,4995;0,5290432;0,003433433;0,157905097
0,5328;0,5293176;0,008926927;0,191891925
0,5661;0,529592;0,016022689;0,229888436
0,5994;0,5304152;0,023118452;0,295379909
0,6327;0,530964;0,035021021;0,372900428
0,666;0,5326104;0,050585919;0,380156043
0,6993;0,5345312;0,061572906;0,351897332
0,7326;0,5367264;0,072102102;0,366981374
0,7659;0,539196;0,085835836;0,388366344
0,7992;0,5424888;0,098882883;0,385502286
0,8325;0,5457816;0,111701034;0,371563867
0,8658;0,5498976;0,124748081;0,332039859
0,8991;0,554288;0,132988322;0,319056127
0,9324;0,5586784;0,143288622;0,375764487
0,9657;0,5636176;0,159082416;0,405359759
0,999;0,56938;0,172358358;0,380156043
1,0323;0,5751424;0,184489823;0,347314838
1,0656;0,581728;0,194561228;0,33814985
1,0989;0,5880392;0,206234902;0,353615767
1,1322;0,595448;0,218366366;0,365644813
1,1655;0,6025824;0,230726727;0,375191675
1,1988;0,6108144;0,243315983;0,382256353
1,2321;0,618772;0,256134134;0,387029784
1,2654;0,6278272;0,270096763;0,363544503
1,2987;0,6368824;0,280625959;0,331848922
1,332;0,6464864;0,291612946;0,32020175
1,3653;0,6563648;0,30122656;0,333758294
1,3986;0,6665176;0,312213547;0,38588416
1,4319;0,6769448;0,328236236;0,400777265
1,4652;0,6884696;0,34196997;0,340441097
1,4985;0,6999944;0,349065732;0,324020495
1,5318;0,7115192;0,360739406;0,377482922
1,5651;0,7238672;0,376304304;0,381874478
1,5984;0,736764;0,387520187;0,35132452
1,6317;0,7496608;0,398964965;0,337004227
1,665;0,7633808;0,40903637;0,349606085
1,6983;0,7768264;0,42139673;0,386075097
1,7316;0,7913696;0,43581715;0,391803215
1,7649;0,8059128;0,448635302;0,363353566
1,7982;0,8212792;0,460308976;0,325357055
1,8315;0,8366456;0,469693694;0,307790829
1,8648;0,8525608;0,479307307;0,333185482
1,8981;0,868476;0,491438772;0,368699809
1,9314;0,8852144;0,505401401;0,36373544
1,9647;0,9022272;0,517075075;0,323256746
1,998;0,9197888;0,525315315;0,323447683
2,0313;0,937076;0,536988989;0,358007323
2,0646;0,9554608;0,550951618;0,305308645
2,0979;0,9738456;0,563311979;-0,057663046
