tempo;posizione;velocità;acc
0,0333;0,5290432;0,002746747;-0,111698285
0,0666;0,5293176;-0,002403403;-0,061004448
0,0999;0,5287688;-0,002746747;-0,013002826
0,1332;0,5290432;-0,001373373;-0,010978891
0,1665;0,5287688;-0,00206006;-0,041719787
0,1998;0,5290432;-0,005951285;-0,026922151
0,2331;0,52822;-0,005951285;0,044679314
0,2664;0,5284944;-0,001602269;0,087449256
0,2997;0,52822;0,000686687;0,113225783
0,333;0,5284944;0,004806807;0,169552268
0,3663;0,5284944;0,010758091;0,258719959
0,3996;0,5290432;0,021973974;0,346360152
0,4329;0,5298664;0,035936603;0,373282302
0,4662;0,5315128;0,048296964;0,357434512
0,4995;0,5331592;0,058826159;0,359916696
0,5328;0,5353544;0,07118652;0,388557282
0,5661;0,537824;0,08560694;0,393712587
0,5994;0,5411168;0,098425092;0,370991056
0,6327;0,5444096;0,110327661;0,347505775
0,666;0,5485256;0,120627961;0,348651399
0,6993;0,5523672;0,132759426;0,371945742
0,7326;0,5573064;0,14649316;0,371181993
0,7659;0,5622456;0,157480147;0,370609181
0,7992;0,5677336;0,170069403;0,394476336
0,8325;0,573496;0,184489823;0,397531332
0,8658;0,5800816;0,19753687;0,369654495
0,8991;0,5866672;0,209439439;0,33127611
0,9324;0,594076;0,219968635;0,290797415
0,9657;0,6014848;0,226377711;0,318483315
0,999;0,6088936;0,239653654;0,387793533
1,0323;0,6174;0,25430297;0,40459601
1,0656;0,6259064;0,267578912;0,390657591
1,0989;0,635236;0,280168168;0,371754805
1,1322;0,6445656;0,292299633;0,353615767
1,1655;0,6547184;0,303973307;0,331848922
1,1988;0,6648712;0,313815816;0,330894235
1,2321;0,6755728;0,325260594;0,353806704
1,2654;0,6865488;0,336476476;0,399440704
1,2987;0,6977992;0,352728061;0,418916303
1,332;0,7101472;0,3662329;0,382256353
1,3653;0,7222208;0,378364364;0,337958913
1,3986;0,735392;0,38889356;0,296907407
1,4319;0,7482888;0,395531532;0,32783924
1,4652;0,76146;0,409265265;0,394476336
1,4985;0,7754544;0,425059059;0,381492604
1,5318;0,7899976;0,43581715;0,337386101
1,5651;0,8045408;0,444744077;0,354952327
1,5984;0,8193584;0,459622289;0,371181993
