tempo;posizione;velocità;acc
0,0333;0,5301408;0,014649316;0,341243034
0,0666;0,5304152;0,024491825;0,384223006
0,0999;0,5312384;0,040102503;0,405436133
0,1332;0,5331592;0,054248248;0,360336758
0,1665;0,53508;0,063404071;0,331161547
0,1998;0,5372752;0,074619953;0,344412592
0,2331;0,5400192;0,086522523;0,358389198
0,2664;0,5430376;0,098882883;0,36239888
0,2997;0,5466048;0,111014348;0,355143265
0,333;0,5504464;0,122688021;0,347505775
0,3663;0,5548368;0,133217217;0,364117315
0,3996;0,5592272;0,146035369;0,400586328
0,4329;0,5644408;0,161829162;0,388366344
0,4662;0,5702032;0,172816149;0,352088269
0,4995;0,5759656;0,183345345;0,360489507
0,5328;0,5822768;0,196850184;0,370609181
0,5661;0,5891368;0,209210544;0,352470143
0,5994;0,5962712;0,21973974;0,34788765
0,6327;0,60368;0,232557891;0,34235047
0,666;0,611912;0,241713714;0,359725758
0,6993;0,6195952;0,255676343;0,397340395
0,7326;0,6289248;0,270096763;0,383211039
0,7659;0,6377056;0,281312646;0,36373544
0,7992;0,647584;0,294359693;0,341777658
0,8325;0,6574624;0,30328662;0,340822972
0,8658;0,6676152;0,316562563;0,352661081
0,8991;0,6785912;0,328236236;0,33127611
0,9324;0,6895672;0,338078745;0,328030177
0,9657;0,701092;0,348379046;0,366599499
0,999;0,7126168;0,362570571;0,404405072
1,0323;0,7252392;0,377219887;0,390275717
1,0656;0,7378616;0,388664665;0,364690127
1,0989;0,7510328;0,401711712;0,333758294
1,1322;0,7647528;0,41109643;0,307408955
1,1655;0,7784728;0,419565566;0,349987959
1,1988;0,7924672;0,43375709;0,40459601
1,2321;0,8072848;0,44977978;0,375382612
1,2654;0,8226512;0,46008008;0,311418637
1,2987;0,8380176;0,467862529;0,314282696
1,332;0,8536584;0,479307307;0,365072001
1,3653;0,869848;0,493498832;0,3845476
1,3986;0,8865864;0,506316984;0,363162629
1,4319;0,9035992;0,517990657;0,331657984
1,4652;0,9211608;0,527604271;0,324402369
1,4985;0,9387224;0,537904571;0,353042955
1,5318;0,9568328;0,552096096;0,305117708
1,5651;0,975492;0,56582983;-0,101387674
1,5984;0,9947;0,565600934;-1,315175703
1,6317;1,013908;0,518448448;-3,734923334
1,665;1,033116;0,342885552;-6,664091519
1,6983;1,0421712;0,015336003;-7,687133246
1,7316;1,0325672;-0,269410077;-5,706350328
1,7649;1,0185728;-0,390038038;-2,746059373
1,7982;1,0040296;-0,413614281;-0,744082421
1,8315;0,990584;-0,404458458;0,107497666
1,8648;0,9771384;-0,391869203;0,334522043
1,8981;0,964516;-0,379508842;0,379774169
1,9314;0,9518936;-0,367835169;0,42464442
1,9647;0,93982;-0,350896897;0,453285006
1,998;0,9285696;-0,335331999;0,419489114
2,0313;0,9175936;-0,322513847;0,372518553
2,0646;0,9071664;-0,311984651;0,363162629
2,0979;0,8967392;-0,299624291;0,39142134
2,1312;0,8871352;-0,285203871;0,405359759
2,1645;0,8778056;-0,271927928;0,398676955
2,1978;0,8690248;-0,258880881;0,392566964
2,2311;0,8605184;-0,245147147;0,375573549
2,2644;0,8528352;-0,234389056;0,378055733
2,2977;0,8448776;-0,222486486;0,441065022
2,331;0,8377432;-0,20371705;0,466459675
2,3643;0,831432;-0,188152152;0,407651005
2,3976;0,8253952;-0,177165165;0,361444194
2,4309;0,8196328;-0,166635969;0,38034698
2,4642;0,8141448;-0,152215549;0,412806311
2,4975;0,80948;-0,137337337;0,40039539
2,5308;0,8050896;-0,124748081;0,366981374
2,5641;0,801248;-0,114218886;0,368126997
2,5974;0,7974064;-0,10162963;0,407269131
2,6307;0,794388;-0,086522523;0,431709098
2,664;0,791644;-0,071415415;0,418343491
2,6973;0,7897232;-0,058368368;0,393903524
2,7306;0,7878024;-0,046694695;0,401731951
2,7639;0,7864304;-0,030900901;0,392376026
2,7972;0,7858816;-0,018769436;0,345596403
2,8305;0,7853328;-0,010071405;0,358771072
2,8638;0,7850584;0,002746747;0,428845039
2,8971;0,7853328;0,020142809;0,451757508
2,9304;0,7864304;0,03662329;0,374046051
2,9637;0,7880768;0,045092426;0,291370227
2,997;0,7894488;0,052417084;0,304926771
3,0303;0,7913696;0,064777444;0,346742026
3,0636;0,7938392;0,075993327;0,378628545
3,0969;0,7963088;0,090413747;0,393139775
3,1302;0,799876;0,104147481;0,357243574
3,1635;0,8034432;0,113074408;0,353233892
3,1968;0,8072848;0,125434768;0,402686637
3,2301;0,8116752;0,140770771;0,422735047
3,2634;0,8166144;0,15679346;0,359152947
3,2967;0,8223768;0,165949283;0,267312135
3,33;0,8278648;0,170069403;0,295188972
3,3633;0,8333528;0,18311645;0,390848528
3,3966;0,8399384;0,199368035;0,410515064
3,4299;0,8467984;0,212415082;0,376528235
