tempo;posizione;velocità;acc
0,0333;0,5279456;0,003662329;-0,126973264
0,0666;0,52822;-0,001258926;-0,087258318
0,0999;0,5279456;-0,004806807;-0,016897946
0,1332;0,5276712;-0,002746747;0,056231017
0,1665;0,5276712;0,001831164;0,050311963
0,1998;0,5279456;0,002517851;-0,012219983
0,2331;0,5279456;0;-0,050025557
0,2664;0,5279456;-0,002746747;-0,031695582
0,2997;0,5276712;-0,002975642;0,018902787
0,333;0,5276712;-0,000915582;0,069119281
0,3663;0,5276712;0,000915582;0,149312921
0,3996;0,5276712;0,005951285;0,303972085
0,4329;0,5276712;0,021745078;0,433427533
0,4662;0,5290432;0,040285619;0,412042562
0,4995;0,5306896;0,050357024;0,346360152
0,5328;0,532336;0,061344011;0,326884553
0,5661;0,5348056;0,07118652;0,338340788
0,5994;0,5370008;0,083317985;0,369654495
0,6327;0,5402936;0,097051718;0,370418244
0,666;0,5435864;0,108038705;0,368126997
0,6993;0,547428;0,120627961;0,383211039
0,7326;0,551544;0,134590591;0,372900428
0,7659;0,5564832;0,14649316;0,340441097
0,7992;0,5614224;0,155420087;0,352470143
0,8325;0,566636;0,16915382;0,383974788
0,8658;0,5726728;0,18311645;0,365644813
0,8991;0,578984;0,193645646;0,344450779
0,9324;0,5855696;0,204174842;0,365644813
0,9657;0,5924296;0,218137471;0,383974788
0,999;0,6001128;0,231871205;0,352470143
1,0323;0,6080704;0,240798131;0,340059223
1,0656;0,616028;0,252700701;0,370418244
1,0989;0,6248088;0,26666333;0,371563867
1,1322;0,633864;0,278794795;0,341395784
1,1655;0,643468;0,288637304;0,332230796
1,1988;0,653072;0,298937604;0,376337298
1,2321;0,6632248;0,31358692;0,421207549
1,2654;0,6739264;0,328922923;0,410515064
1,2987;0,6851768;0,342885552;0,346169214
1,332;0,696976;0,351125792;0,302062712
1,3653;0,7085008;0,360510511;0,324975181
1,3986;0,7208488;0,373328662;0,341395784
1,4319;0,7334712;0,383857858;0,34578734
1,4652;0,746368;0,395760427;0,363353566
1,4985;0,7598136;0,408120787;0,376719173
1,5318;0,7735336;0,420938939;0,384738537
1,5651;0,7878024;0,434901568;0,358198261
1,5984;0,80262;0,445201869;0,321347373
1,6317;0,8174376;0,455731064;0,307218018
1,665;0,8330784;0,463971305;0,340822972
1,6983;0,8481704;0,476789456;0,412806311
1,7316;0,8646344;0,49464331;0,397722269
1,7649;0,8813728;0,505630297;0,319628938
1,7982;0,8983856;0,514328328;0,28564211
1,8315;0,9156728;0,521881882;0,329748612
1,8648;0,93296;0,534700033;0,410324127
1,8981;0,9510704;0,552782783;0,364881064
1,9314;0,970004;0,565143143;0,041624318
1,9647;0,9889376;0,566974308;-0,846806655
1,998;1,0078712;0,542482482;-2,849929231
2,0313;1,027628;0,420710043;-5,910653173
2,0646;1,0421712;0,119712379;-7,879025171
2,0979;1,0366832;-0,211041708;-6,663900582
2,1312;1,0224144;-0,381568902;-3,584082915
2,1645;1,0073224;-0,420481148;-1,110872857
2,1978;0,9936024;-0,41109643;0,025967465
2,2311;0,9801568;-0,398507174;0,348460461
2,2644;0,9669856;-0,383857858;0,404214135
2,2977;0,9546376;-0,370810811;0,392757901
2,331;0,9422896;-0,357992659;0,384356662
2,3643;0,9307648;-0,344487821;0,361826068
2,3976;0,9195144;-0,335103103;0,373282302
2,4309;0,908264;-0,320911578;0,417961616
2,4642;0,8981112;-0,305804471;0,424453483
2,4975;0,8879584;-0,292070737;0,412424436
2,5308;0,8786288;-0,277879213;0,386838846
2,5641;0,8695736;-0,266892226;0,380156043
2,5974;0,8607928;-0,254074074;0,413379123
2,6307;0,8525608;-0,238966967;0,435527842
2,664;0,8448776;-0,223630964;0,417388805
2,6973;0,8377432;-0,210583917;0,38034698
2,7306;0,8308832;-0,198681348;0,3568617
2,7639;0,824572;-0,188152152;0,372136679
2,7972;0,8182608;-0,175105105;0,417961616
2,8305;0,8127728;-0,158624625;0,420061926
2,8638;0,8078336;-0,145577578;0,383974788
2,8971;0,8031688;-0,134590591;0,384929474
2,9304;0,7987784;-0,121543544;0,425408169
2,9637;0,7949368;-0,104834168;0,429799725
2,997;0,7919184;-0,091329329;0,391803215
3,0303;0,7889;-0,079197865;0,367554185
3,0636;0,7867048;-0,068439773;0,38588416
3,0969;0,7842352;-0,054934935;0,440301273
3,1302;0,7828632;-0,03662329;0,42808129
3,1635;0,78204;-0,024720721;0,367745123
3,1968;0,7812168;-0,013275943;0,337577039
3,2301;0,7812168;-0,003433433;0,342732344
3,2634;0,7809424;0,007782449;0,39352165
3,2967;0,7814912;0,024949616;0,390084779
3,33;0,7828632;0,035707708;0,340822972
3,3633;0,7839608;0,044634635;0,363162629
3,3966;0,7856072;0,058826159;0,408605692
3,4299;0,7878024;0,074848849;0,38244729
3,4632;0,7908208;0,085378045;0,329557675
3,4965;0,7935648;0,093847181;0,349797022
3,5298;0,7968576;0,107580914;0,400586328
3,5631;0,8006992;0,122459126;0,402877574
3,5964;0,8050896;0,135506173;0,370991056
3,6297;0,8097544;0,147179847;0,33814985
