tempo;posizione;velocità;acc
0,0333;0,5276712;0,000915582;0,075572959
0,0666;0,5276712;0,002861195;0,08424151
0,0999;0,5276712;0,007278879;0,066045191
0,1332;0,52822;0,009613614;-0,008916769
0,1665;0,5284944;0,006866867;-0,086475476
0,1998;0,5287688;0,001373373;-0,092375436
0,2331;0,5284944;-0,001602269;-0,032077456
0,2664;0,5284944;0;0,010310611
0,2997;0,5284944;0,001602269;-0,008401239
0,333;0,5287688;-0,000686687;-0,016229665
0,3663;0,5284944;-0,003433433;0,084203322
0,3996;0,52822;0,002975642;0,237716863
0,4329;0,5284944;0,015336003;0,315619256
0,4662;0,5293176;0,026780781;0,316001131
0,4995;0,5304152;0,035249917;0,332803608
0,5328;0,5315128;0,047381381;0,38244729
0,5661;0,5334336;0,06294628;0,37691011
0,5994;0,5359032;0,073704371;0,341777658
0,6327;0,5383728;0,083775776;0,354952327
0,666;0,5413912;0,096136136;0,399822579
0,6993;0,544684;0,111243243;0,420252863
0,7326;0,5488;0,126121455;0,383020102
0,7659;0,5531904;0,137795128;0,320010813
0,7992;0,5581296;0,145577578;0,308745516
0,8325;0,5627944;0,155648982;0,370418244
0,8658;0,5682824;0,171442776;0,403068512
0,8991;0,5743192;0,184718719;0,3748098
0,9324;0,5806304;0,196621288;0,337004227
0,9657;0,5874904;0,206234902;0,325929867
0,999;0,5943504;0,216535202;0,363544503
1,0323;0,6017592;0,230726727;0,392757901
1,0656;0,6097168;0,244918252;0,364690127
1,0989;0,6182232;0,255218552;0,331467047
1,1322;0,6267296;0,265061061;0,349987959
1,1655;0,6357848;0,277421421;0,399822579
1,1988;0,6451144;0,292528529;0,425026294
1,2321;0,6552672;0,307635636;0,392185089
1,2654;0,6656944;0,3197671;0,326693616
1,2987;0,6766704;0,328694027;0,28564211
1,332;0,6876464;0,336247581;0,317146754
1,3653;0,6988968;0,348379046;0,386266035
1,3986;0,710696;0,364401735;0,392376026
1,4319;0,7233184;0,376762095;0,338913599
1,4652;0,7359408;0,385231231;0,324593306
1,4985;0,7488376;0,396676009;0,354952327
1,5318;0,7622832;0,410180848;0,358580135
1,5651;0,7762776;0,420938939;0,353233892
1,5984;0,790272;0,432841508;0,368699809
1,6317;0,8050896;0,445430764;0,38244729
1,665;0,8199072;0,458477811;0,389130093
1,6983;0,835548;0,473356023;0,347314838
1,7316;0,8517376;0,480680681;0,328984863
1,7649;0,8673784;0,49258325;0,375000738
1,7982;0,8843912;0,507919253;0,364690127
1,8315;0,901404;0,518448448;0,316192068
1,8648;0,9189656;0,527604271;0,302635524
1,8981;0,9365272;0,536988989;0,330512361
1,9314;0,9546376;0,549349349;0,326693616
1,9647;0,9730224;0,564227561;0,028831523
1,998;0,9922304;0,571094428;-1,068675727
2,0313;1,0117128;0,534471138;-3,43572468
2,0646;1,0314696;0,374015349;-6,489383945
2,0979;1,0424456;0,049670337;-7,814297447
2,1312;1,0339392;-0,252014014;-5,99523837
2,1645;1,0196704;-0,38271338;-2,974993122
2,1978;1,005676;-0,410867534;-0,892058781
2,2311;0,991956;-0,406518519;0,041242444
2,2644;0,9785104;-0,394158158;0,350178897
2,2977;0,9656136;-0,379051051;0,425790043
2,331;0,9532656;-0,363943944;0,418534428
2,3643;0,9414664;-0,350896897;0,396385708
2,3976;0,9299416;-0,339223223;0,413379123
2,4309;0,9186912;-0,322971638;0,419489114
2,4642;0,9085384;-0,309695696;0,386647909
2,4975;0,8981112;-0,297564231;0,366217625
2,5308;0,8887816;-0,286806139;0,3845476
2,5641;0,8789032;-0,273301301;0,435336905
2,5974;0,8703968;-0,255218552;0,41910724
2,6307;0,8621648;-0,243773774;0,36239888
2,664;0,8542072;-0,233473473;0,367554185
2,6973;0,846524;-0,220884218;0,415479432
2,7306;0,8393896;-0,205319319;0,452139382
2,7639;0,832804;-0,188381048;0,423498796
2,7972;0,8270416;-0,176707374;0,379965106
2,8305;0,8210048;-0,164575909;0,375764487
2,8638;0,8160656;-0,152215549;0,391612277
2,8971;0,810852;-0,138939606;0,420252863
2,9304;0,806736;-0,123603604;0,425026294
2,9637;0,80262;-0,108954288;0,386456972
2,997;0,7996016;-0,097280614;0,338913599
3,0303;0,7963088;-0,08972706;0,378437608
3,0636;0,7932904;-0,073475475;0,452712194
3,0969;0,7913696;-0,056079413;0,436482529
3,1302;0,7897232;-0,04280347;0,376337298
3,1635;0,7886256;-0,03250317;0,350369834
3,1968;0,787528;-0,021745078;0,383783851
3,2301;0,7869792;-0,005951285;0,394476336
